image_path,mask_path
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/10_31743_16_8.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/10_31743_16_8_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/10_31744_1_3.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/10_31744_1_3_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/10_31745_16_10.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/10_31745_16_10_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/10_31745_16_9.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/10_31745_16_9_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/10_31745_1_4.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/10_31745_1_4_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/10_31745_1_5.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/10_31745_1_5_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/10_31745_1_6.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/10_31745_1_6_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/10_31747_1_7.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/10_31747_1_7_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/12_31748_1_8.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/12_31748_1_8_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/12_31749_16_11.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/12_31749_16_11_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/12_31749_1_9.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/12_31749_1_9_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/12_31750_16_12.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/12_31750_16_12_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/12_31750_1_10.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/12_31750_1_10_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/12_31750_1_11.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/12_31750_1_11_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/12_31751_1_12.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/12_31751_1_12_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/12_31752_1_13.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/12_31752_1_13_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/12_31754_16_13.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/12_31754_16_13_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/12_31754_16_14.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/12_31754_16_14_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/12_31754_16_15.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/12_31754_16_15_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/12_31754_18_2.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/12_31754_18_2_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/12_31754_1_14.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/12_31754_1_14_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/12_31754_1_15.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/12_31754_1_15_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/12_31754_1_16.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/12_31754_1_16_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/14_31755_18_1.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/14_31755_18_1_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/14_31755_20_1.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/14_31755_20_1_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/14_31756_16_16.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/14_31756_16_16_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/14_31756_20_2.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/14_31756_20_2_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/14_31757_20_3.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/14_31757_20_3_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/14_31758_16_17.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/14_31758_16_17_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/14_31758_20_4.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/14_31758_20_4_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/14_31758_20_5.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/14_31758_20_5_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/14_31759_16_18.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/14_31759_16_18_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/14_31759_20_6.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/14_31759_20_6_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/14_31760_16_19.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/14_31760_16_19_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/14_31761_16_20.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/14_31761_16_20_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/14_31761_20_7.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/14_31761_20_7_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31762_16_21.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31762_16_21_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31762_20_8.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31762_20_8_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31762_20_9.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31762_20_9_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31763_20_10.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31763_20_10_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31765_19_1.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31765_19_1_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31765_20_11.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31765_20_11_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31765_3_1.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31765_3_1_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31766_3_2.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31766_3_2_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31767_17_1.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31767_17_1_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31767_3_3.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31767_3_3_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31767_3_4.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31767_3_4_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31768_17_2.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31768_17_2_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31768_3_5.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31768_3_5_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31768_3_6.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31768_3_6_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31769_18_11.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31769_18_11_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31769_3_7.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31769_3_7_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31769_3_8.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31769_3_8_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31770_14_15.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31770_14_15_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31770_14_16.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31770_14_16_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31770_4_1.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31770_4_1_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31770_4_2.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31770_4_2_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31771_14_14.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31771_14_14_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31771_4_3.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31771_4_3_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31772_4_4.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31772_4_4_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31772_4_5.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31772_4_5_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31772_4_6.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31772_4_6_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31772_4_7.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31772_4_7_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31773_4_10.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31773_4_10_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31773_4_8.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31773_4_8_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31773_4_9.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31773_4_9_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31774_14_13.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31774_14_13_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31774_4_11.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31774_4_11_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31774_4_12.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31774_4_12_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/16_31775_5_1.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/16_31775_5_1_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/18_31776_14_12.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/18_31776_14_12_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/18_31776_5_2.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/18_31776_5_2_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/18_31778_5_3.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/18_31778_5_3_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/18_31779_5_4.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/18_31779_5_4_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/18_31780_5_5.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/18_31780_5_5_segmentation_labels.tiff
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/raw_images/multistack_tiffs/18_31782_5_6.ome.tif,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/feto_maternal/segmentation/18_31782_5_6_segmentation_labels.tiff
